#Data Set Export - Reservoir Elevation.Web-Daily-m@08461200,
Timestamp (UTC-06:00),Value (m)
2025-06-29 00:00:00,77.6776740345463
2025-06-30 00:00:00,77.6839934728278
2025-07-01 00:00:00,77.69040241534377
2025-07-02 00:00:00,77.7034118462841
2025-07-03 00:00:00,77.71442127722443
2025-07-04 00:00:00,77.72343070816476
2025-07-05 00:00:00,77.7364401391051
2025-07-06 00:00:00,77.74544957004541
2025-07-07 00:00:00,77.75645900098574
2025-07-08 00:00:00,77.76
2025-07-09 00:00:00,77.763
2025-07-10 00:00:00,77.75
2025-07-11 00:00:00,77.75
2025-07-12 00:00:00,77.742
2025-07-13 00:00:00,77.742
2025-07-14 00:00:00,77.743
2025-07-15 00:00:00,77.74137885942976
2025-07-16 00:00:00,77.74141532874141
2025-07-17 00:00:00,77.734
2025-07-18 00:00:00,77.812
2025-07-19 00:00:00,77.932
2025-07-20 00:00:00,77.988
2025-07-21 00:00:00,78
2025-07-22 00:00:00,78.00086407757294
2025-07-23 00:00:00,77.99030624110156
2025-07-24 00:00:00,77.98674840463019
2025-07-25 00:00:00,77.98819056815881
2025-07-26 00:00:00,77.98563273168742
2025-07-27 00:00:00,77.99307489521604
2025-07-28 00:00:00,77.98551705874466
2025-07-29 00:00:00,77.985
2025-07-30 00:00:00,77.987
2025-07-31 00:00:00,77.979
2025-08-01 00:00:00,77.968
2025-08-02 00:00:00,77.946
2025-08-03 00:00:00,77.911
2025-08-04 00:00:00,77.872
2025-08-05 00:00:00,77.85442041430407
2025-08-06 00:00:00,77.82205103576017
2025-08-07 00:00:00,77.79368165721627
2025-08-08 00:00:00,77.78331227867238
2025-08-09 00:00:00,77.76394290012847
2025-08-10 00:00:00,77.74157352158458
2025-08-11 00:00:00,77.71820414304068
2025-08-12 00:00:00,77.68783476449678
2025-08-13 00:00:00,77.67
2025-08-14 00:00:00,77.641
2025-08-15 00:00:00,77.622
2025-08-16 00:00:00,77.616
2025-08-17 00:00:00,77.602
2025-08-18 00:00:00,77.595
2025-08-19 00:00:00,77.591
2025-08-20 00:00:00,77.58
2025-08-21 00:00:00,77.564
2025-08-22 00:00:00,77.563
2025-08-23 00:00:00,77.54507700823861
2025-08-24 00:00:00,77.51822762839669
2025-08-25 00:00:00,77.47837824855475
2025-08-26 00:00:00,77.46294728012599
2025-08-27 00:00:00,77.44496242354687
2025-08-28 00:00:00,77.43297756696775
2025-08-29 00:00:00,77.42899271038864
2025-08-30 00:00:00,77.4250078538095
2025-08-31 00:00:00,77.41902299723039
2025-09-01 00:00:00,77.41003814065127
2025-09-02 00:00:00,77.40905328407214
2025-09-03 00:00:00,77.4
2025-09-04 00:00:00,77.381
2025-09-05 00:00:00,77.371
2025-09-06 00:00:00,77.352
2025-09-07 00:00:00,77.352
2025-09-08 00:00:00,77.397
2025-09-09 00:00:00,77.43452439508788
2025-09-10 00:00:00,77.47437806067023
2025-09-11 00:00:00,77.49323172625259
2025-09-12 00:00:00,77.52308539183497
2025-09-13 00:00:00,77.52893905741732
2025-09-14 00:00:00,77.52279272299968
2025-09-15 00:00:00,77.50764638858205
2025-09-16 00:00:00,77.48846552641857
2025-09-17 00:00:00,77.47640120606307
2025-09-18 00:00:00,77.46300386368026
2025-09-19 00:00:00,77.46779184793104
2025-09-20 00:00:00,77.47257983218184
2025-09-21 00:00:00,77.48236781643263
2025-09-22 00:00:00,77.48615580068342
2025-09-23 00:00:00,77.483
2025-09-24 00:00:00,77.474
2025-09-25 00:00:00,77.475
2025-09-26 00:00:00,77.524
2025-09-27 00:00:00,77.668
2025-09-28 00:00:00,77.71
2025-09-29 00:00:00,77.731
2025-09-30 00:00:00,77.73604129791687
2025-10-01 00:00:00,77.73353353849686
2025-10-02 00:00:00,77.728
2025-10-03 00:00:00,77.716
2025-10-04 00:00:00,77.7
2025-10-05 00:00:00,77.666
2025-10-06 00:00:00,77.635
2025-10-07 00:00:00,77.613
2025-10-08 00:00:00,77.608
2025-10-09 00:00:00,77.599
2025-10-10 00:00:00,77.601
2025-10-11 00:00:00,77.602
2025-10-12 00:00:00,77.597
2025-10-13 00:00:00,77.586
2025-10-14 00:00:00,77.582
2025-10-15 00:00:00,77.579
2025-10-16 00:00:00,77.564
2025-10-17 00:00:00,77.542
2025-10-18 00:00:00,77.532
2025-10-19 00:00:00,77.527
2025-10-20 00:00:00,77.517
2025-10-21 00:00:00,77.49
2025-10-22 00:00:00,77.473
2025-10-23 00:00:00,77.459
2025-10-24 00:00:00,77.435
2025-10-25 00:00:00,77.396
2025-10-26 00:00:00,77.381
2025-10-27 00:00:00,77.352
2025-10-28 00:00:00,77.323
2025-10-29 00:00:00,77.31360763782493
2025-10-30 00:00:00,77.265
2025-10-31 00:00:00,77.229
2025-11-01 00:00:00,77.22045781663877
2025-11-02 00:00:00,77.21192767542293
2025-11-03 00:00:00,77.17739753420707
2025-11-04 00:00:00,77.145
2025-11-05 00:00:00,77.108
2025-11-06 00:00:00,77.07
2025-11-07 00:00:00,77.06
2025-11-08 00:00:00,77.059
2025-11-09 00:00:00,77.054
2025-11-10 00:00:00,77.057
2025-11-11 00:00:00,77.026
2025-11-12 00:00:00,77
2025-11-13 00:00:00,76.98768825133291
2025-11-14 00:00:00,76.97868939622114
2025-11-15 00:00:00,76.95969054110938
2025-11-16 00:00:00,76.94569168599762
2025-11-17 00:00:00,76.92869283088585
2025-11-18 00:00:00,76.912
2025-11-19 00:00:00,76.919
2025-11-20 00:00:00,76.925
2025-11-21 00:00:00,76.934
2025-11-22 00:00:00,76.995
2025-11-23 00:00:00,77.073
2025-11-24 00:00:00,77.151
2025-11-25 00:00:00,77.215
2025-11-26 00:00:00,77.244
2025-11-27 00:00:00,77.29486116612865
2025-11-28 00:00:00,77.33665291532162
2025-11-29 00:00:00,77.35944466451461
2025-11-30 00:00:00,77.38523641370757
2025-12-01 00:00:00,77.41302816290056
2025-12-02 00:00:00,77.408
2025-12-03 00:00:00,77.404
2025-12-04 00:00:00,77.41
2025-12-05 00:00:00,77.437
2025-12-06 00:00:00,77.42298451456472
2025-12-07 00:00:00,77.41534187009191
2025-12-08 00:00:00,77.41269922561912
2025-12-09 00:00:00,77.40295859365685
2025-12-10 00:00:00,77.39495859365684
2025-12-11 00:00:00,77.39695859365685
2025-12-12 00:00:00,77.39795859365684
2025-12-13 00:00:00,77.40151902752024
2025-12-14 00:00:00,77.39785693557775
2025-12-15 00:00:00,77.43019484363525
2025-12-16 00:00:00,77.42894234747487
2025-12-17 00:00:00,77.45085586868717
2025-12-18 00:00:00,77.456
2025-12-19 00:00:00,77.462
2025-12-20 00:00:00,77.462
2025-12-21 00:00:00,77.461
2025-12-22 00:00:00,77.467
2025-12-23 00:00:00,77.477
2025-12-24 00:00:00,77.505
2025-12-25 00:00:00,77.581
2025-12-26 00:00:00,77.69
2025-12-27 00:00:00,77.775
2025-12-28 00:00:00,77.82
2025-12-29 00:00:00,77.86
2025-12-30 00:00:00,77.909
2025-12-31 00:00:00,77.907
2026-01-01 00:00:00,77.916
2026-01-02 00:00:00,77.936
2026-01-03 00:00:00,77.952
2026-01-04 00:00:00,77.955
2026-01-05 00:00:00,77.946
2026-01-06 00:00:00,77.94969566318292
2026-01-07 00:00:00,77.9697391579573
2026-01-08 00:00:00,77.979
2026-01-09 00:00:00,78.006
2026-01-10 00:00:00,78.024
2026-01-11 00:00:00,78.043
2026-01-12 00:00:00,78.01
2026-01-13 00:00:00,78.01338769543129
2026-01-14 00:00:00,78.02939106099133
2026-01-15 00:00:00,78.05738709664581
2026-01-16 00:00:00,78.0564055296299
2026-01-17 00:00:00,78.07542396261398
2026-01-18 00:00:00,78.07544239559807
2026-01-19 00:00:00,78.06746082858216
2026-01-20 00:00:00,78.06247926156624
2026-01-21 00:00:00,78.075
2026-01-22 00:00:00,78.086
2026-01-23 00:00:00,78.101
2026-01-24 00:00:00,78.112
2026-01-25 00:00:00,78.1235132642167
2026-01-26 00:00:00,78.12964419091465
2026-01-27 00:00:00,78.117
2026-01-28 00:00:00,78.11
2026-01-29 00:00:00,78.12160483068755
2026-01-30 00:00:00,78.15601207671887
2026-01-31 00:00:00,78.19041932275019
2026-02-01 00:00:00,78.19582656878151
2026-02-02 00:00:00,78.21223381481282
2026-02-03 00:00:00,78.222
2026-02-04 00:00:00,78.235
2026-02-05 00:00:00,78.26
2026-02-06 00:00:00,78.264
2026-02-07 00:00:00,78.275
2026-02-08 00:00:00,78.278
2026-02-09 00:00:00,78.281
2026-02-10 00:00:00,78.286
2026-02-11 00:00:00,78.286
2026-02-12 00:00:00,78.295
2026-02-13 00:00:00,78.306
2026-02-14 00:00:00,78.321
2026-02-15 00:00:00,78.325
2026-02-16 00:00:00,78.312
2026-02-17 00:00:00,78.3
2026-02-18 00:00:00,78.3
2026-02-19 00:00:00,78.306
2026-02-20 00:00:00,78.309
2026-02-21 00:00:00,78.309
2026-02-22 00:00:00,78.313
2026-02-23 00:00:00,78.293
2026-02-24 00:00:00,78.27910732887517
2026-02-25 00:00:00,78.2861735376754
2026-02-26 00:00:00,78.29323974647563
2026-02-27 00:00:00,78.298
2026-02-28 00:00:00,78.289
2026-03-01 00:00:00,78.268
2026-03-02 00:00:00,78.253
2026-03-03 00:00:00,78.24666789402252
2026-03-04 00:00:00,78.2356697350563
2026-03-05 00:00:00,78.229
2026-03-06 00:00:00,78.23929041799548
2026-03-07 00:00:00,78.25238742118462
2026-03-08 00:00:00,78.27048442437376
2026-03-09 00:00:00,78.28658142756291
2026-03-10 00:00:00,78.313
2026-03-11 00:00:00,78.349
2026-03-12 00:00:00,78.408
2026-03-13 00:00:00,78.402
2026-03-14 00:00:00,78.40741529994204
2026-03-15 00:00:00,78.42289913986257
2026-03-16 00:00:00,78.46638297978308
2026-03-17 00:00:00,78.5068668197036
2026-03-18 00:00:00,78.51435065962411
2026-03-19 00:00:00,78.516
2026-03-20 00:00:00,78.502
2026-03-21 00:00:00,78.48070950288839
2026-03-22 00:00:00,78.44429938931907
2026-03-23 00:00:00,78.42488927574976
2026-03-24 00:00:00,78.41647916218045
2026-03-25 00:00:00,78.40406904861113
2026-03-26 00:00:00,78.37665893504182
2026-03-27 00:00:00,78.3582488214725
2026-03-28 00:00:00,78.34183870790318
2026-03-29 00:00:00,78.33442859433386
2026-03-30 00:00:00,78.30801848076455
2026-03-31 00:00:00,78.29060836719523
2026-04-01 00:00:00,78.26719825362592
2026-04-02 00:00:00,78.2337881400566
2026-04-03 00:00:00,78.21037802648728
2026-04-04 00:00:00,78.18596791291795
2026-04-05 00:00:00,78.22155779934863
2026-04-06 00:00:00,78.27814768577932
2026-04-07 00:00:00,78.27337659672065
2026-04-08 00:00:00,78.2800933155331
2026-04-09 00:00:00,78.28681003434554
2026-04-10 00:00:00,78.28852675315798
2026-04-11 00:00:00,78.3032434719704
2026-04-12 00:00:00,78.29796019078286
2026-04-13 00:00:00,78.30967690959528
2026-04-14 00:00:00,78.317
2026-04-15 00:00:00,78.335
2026-04-16 00:00:00,78.359
2026-04-17 00:00:00,78.387
2026-04-18 00:00:00,78.45477832522123
2026-04-19 00:00:00,78.58547562703073
2026-04-20 00:00:00,78.66317292884025
2026-04-21 00:00:00,78.702
2026-04-22 00:00:00,78.727
2026-04-23 00:00:00,78.741
2026-04-24 00:00:00,78.747
2026-04-25 00:00:00,78.76058146882944
2026-04-26 00:00:00,78.77224542349046
2026-04-27 00:00:00,78.78190937815148
2026-04-28 00:00:00,78.7818945509197
2026-04-29 00:00:00,78.7792866249847
2026-04-30 00:00:00,78.77767869904973
2026-05-01 00:00:00,78.78107077311475
2026-05-02 00:00:00,78.79746284717977
2026-05-03 00:00:00,78.7718549212448
2026-05-04 00:00:00,78.7532469953098
2026-05-05 00:00:00,78.76252363010987
2026-05-06 00:00:00,78.7662088899034
2026-05-07 00:00:00,78.776
2026-05-08 00:00:00,78.781
2026-05-09 00:00:00,78.778
2026-05-10 00:00:00,78.792
2026-05-11 00:00:00,78.813
2026-05-12 00:00:00,78.83001769229946
2026-05-13 00:00:00,78.85339561083991
2026-05-14 00:00:00,78.85520575240623
2026-05-15 00:00:00,78.84869424826775
2026-05-16 00:00:00,78.829
2026-05-17 00:00:00,78.801
2026-05-18 00:00:00,78.775
2026-05-19 00:00:00,78.75112146253878
2026-05-20 00:00:00,78.74925469951913
2026-05-21 00:00:00,78.76638793649948
2026-05-22 00:00:00,78.84652117347983
2026-05-23 00:00:00,78.91565441046018
2026-05-24 00:00:00,79.04778764744054
2026-05-25 00:00:00,79.07992088442089
2026-05-26 00:00:00,79.11005412140125
2026-05-27 00:00:00,79.12928691452919
2026-05-28 00:00:00,79.16621728632298
2026-05-29 00:00:00,79.25714765811675
2026-05-30 00:00:00,79.318
2026-05-31 00:00:00,79.376
2026-06-01 00:00:00,79.426
2026-06-02 00:00:00,79.451
2026-06-03 00:00:00,79.463
2026-06-04 00:00:00,79.473
2026-06-05 00:00:00,79.475
2026-06-06 00:00:00,79.48
2026-06-07 00:00:00,79.493
2026-06-08 00:00:00,79.521
2026-06-09 00:00:00,79.540911908779
2026-06-10 00:00:00,79.55390538367591
2026-06-11 00:00:00,79.566823685328
2026-06-12 00:00:00,79.57347631853239
2026-06-13 00:00:00,79.57812895173674
2026-06-14 00:00:00,79.58778158494113
2026-06-15 00:00:00,79.5984342181455
2026-06-16 00:00:00,79.63308685134986
2026-06-17 00:00:00,79.75973948455425
2026-06-18 00:00:00,79.91439211775862
2026-06-19 00:00:00,80.05
2026-06-20 00:00:00,80.12
2026-06-21 00:00:00,80.18
2026-06-22 00:00:00,80.218
2026-06-23 00:00:00,80.241
2026-06-24 00:00:00,80.262
2026-06-25 00:00:00,80.285
2026-06-26 00:00:00,80.3
2026-06-27 00:00:00,80.306
2026-06-28 00:00:00,80.309
2026-06-29 00:00:00,80.309
"Data are being provided with the understanding they are provisional and subject to future revision. Provisional data may be inaccurate due to instrument malfunctions or physical changes at the measurement site. Subsequent review based on field inspections and measurements may result in significant revisions to the data. Not all datasets have received subsequent review and approval, and thus may contain errors. Data users are cautioned to consider carefully the provisional nature of the information before using it for decisions that concern personal or public safety or the conduct of business that involves substantial monetary or operational consequences. USIBWC does not warrant that these data are accurate or appropriate for any particular use case and advises that they may contain error as they are provisional in nature. USIBWC is not liable for the accuracy of these data or the use of these data for any purpose. Additional information regarding these datasets can be obtained from the USIBWC. For additional information, please contact the USIBWC Water Accounting Division.",
